film_id,display_title,release_year,release_month_num,primary_genre,secondary_genre,sequel_flag,director,lead_actor_1,lead_actor_2,production_house,actor_rank_score,actor_tier_proxy,director_rank_score,director_tier_proxy,budget_cr,worldwide_gross_cr,verdict_raw,financial_data_confidence
BOLLY_2015_0621_shaandaar,Shaandaar,2015,10,Action,,No,Vikas Bahl,Shahid Kapoor,Alia Bhatt,"Fox Star Studios, Dharma Productions, Phantom Films",5.7659,C,,,60,75.7,hitFlop=2,High
BOLLY_2015_0622_titli,Titli,2015,5,Drama,,No,Kanu Behl,Shashank Arora,Ranvir Shorey,Yash Raj Films,,D,,,,,,Missing/Partial
BOLLY_2015_0623_main_aur_charles,Main Aur Charles,2015,10,Drama,,No,Prawaal Raman,Randeep Hooda,Richa Chadha,,3.739,D,,,10,8,hitFlop=1,High
BOLLY_2015_0624_once_upon_a_time_in_bihar,Once Upon a Time in Bihar,2015,10,Drama,,No,Nitin Chandra,Ashish Vidyarthi,Arti Puri,,,D,,,,0.08,,Missing/Partial
BOLLY_2015_0625_guddu_ki_gun,Guddu Ki Gun,2015,10,Comedy,,No,Sheershak Anand,Kunal Khemu,Payel Sarkar,"Trigger Edge, Emenox Media",3.1566,D,,,,2.12,,Missing/Partial
BOLLY_2015_0626_love_exchange,Love Exchange,2015,10,Comedy,,No,Raj V Shetty,,,,,,,,,,,Missing/Partial
BOLLY_2015_0627_four_pillars_of_basement,Four Pillars of Basement,2015,11,Thriller,,No,Giresh Naik K,Bruna Abdullah,,,,,,,,0.15,,Low
BOLLY_2015_0628_charlie_kay_chakkar_mein,Charlie Kay Chakkar Mein,2015,11,Thriller,,No,Manish Srivasta,Naseeruddin Shah,,,3.7695,D,,,6.0,1.02,hitFlop=1,High
BOLLY_2015_0629_yaara_silly_silly,Yaara Silly Silly,2015,11,Romance,,No,Subhash Sehgal,Paoli Dam,Parambrata Chatterjee,,,C,,,,0.26,,Low
BOLLY_2015_0630_ranbanka,Ranbanka,2015,11,Action,,No,Aryeman Ramsay,Ravi Kishan,,,2.1644,D,,,,,,Missing/Partial
BOLLY_2015_0631_angry_indian_goddesses,Angry Indian Goddesses,2015,9,Comedy,,No,Pan Nalin,Sarah-Jane Dias,Tannishtha Chatterjee,,,,,,9.0,2.92,hitFlop=1,High
BOLLY_2015_0632_tamasha,Tamasha,2015,11,Comedy,,No,Imtiaz Ali,Deepika Padukone,Ranbir Kapoor,"UTV Motion Pictures, Nadiadwala Grandson Entertainment",8.6272,C,4.8838,D,87.0,136.63,hitFlop=3,High
BOLLY_2015_0633_hate_story_3,Hate Story 3,2015,12,Thriller,,No,Vishal Pandya,Zarine Khan,Daisy Shah,T-Series Films,,,,,20,62.21,hitFlop=5,High
BOLLY_2015_0634_kajarya,Kajarya,2015,12,Drama,,No,Madhureeta Anand,,,,,,,,,,,Missing/Partial
BOLLY_2015_0635_the_silent_heroes,The Silent Heroes,2015,12,Drama,,No,Mahesh Bhatt,,,,,,,,,,,Missing/Partial
BOLLY_2016_0636_wazir,Wazir,2016,1,Action,,No,Bejoy Nambiar,Amitabh Bachchan,Farhan Akhtar,"Reliance Entertainment, Vinod Chopra Films",7.0113,B,,,35,78.69,hitFlop=4,High
BOLLY_2016_0637_chalk_n_duster,Chalk n Duster,2016,1,Drama,,No,Jayant Gilatar,Shabana Azmi,Juhi Chawla,Sony Pictures India,1,D,,,12.0,2.22,hitFlop=1,High
BOLLY_2016_0638_rebellious_flower,Rebellious Flower,2016,1,Drama,,No,Krishan Hooda,,,Zenin Multimedia Productions,,,,,,,,Missing/Partial
BOLLY_2016_0639_airlift,Airlift,2016,1,Drama,,No,Raja Krishna Menon,Akshay Kumar,Nimrat Kaur,"T-Series Films, Cape of Good Films, Viacom18 Motion Pictures",6.3805,C,,,30,221.67,hitFlop=5,High
BOLLY_2016_0640_jugni,Jugni,2016,1,Romance,,No,Shefali Bhushan,Sugandha Garg,,PVR Pictures,,,,,,,,Missing/Partial
BOLLY_2016_0641_kyaa_kool_hain_hum_3,Kyaa Kool Hain Hum 3,2016,1,Action,,No,Umesh Ghadge,Tushar Kapoor,Aftab Shivdasani,Balaji Motion Pictures,,D,,,26,33.14,hitFlop=2,High
BOLLY_2016_0642_saala_khadoos,Saala Khadoos,2016,1,Drama,,No,Sudha Kongara Prasad,R. Madhavan,Ritika Singh,UTV Motion Pictures,,C,,,20.0,14.95,hitFlop=1,High
BOLLY_2016_0643_mastizaade,Mastizaade,2016,1,Comedy,,No,Milap Milan Zaveri,Tushar Kapoor,Vir Das,"Pen Studios, Panorama Studios",,C,,,30,36.44,hitFlop=2,High
BOLLY_2016_0644_sanam_teri_kasam,Sanam Teri Kasam,2016,2,Drama,,No,Radhika Rao,Mawra Hocane,Harshvardhan Rane,Eros International,,,,,14,16.03,hitFlop=2,High
BOLLY_2016_0645_fitoor,Fitoor,2016,2,Drama,,No,Abhishek Kapoor,Aditya Roy Kapoor,Katrina Kaif,UTV Motion Pictures,4.4846,D,4.0376,D,35,42.38,hitFlop=2,High
BOLLY_2016_0646_sanam_re,Sanam Re,2016,2,Drama,,No,Divya Khosla Kumar,Pulkit Samrat,Yami Gautam,T-Series Films,,C,,,25,31.46,hitFlop=2,High
BOLLY_2016_0647_direct_ishq,Direct Ishq,2016,2,Drama,,No,Rajiv S. Ruia,Rajneesh Duggal,Nidhi Subbaiah,Baba Motion Pictures,,D,1.1221,D,22,0.56,hitFlop=1,High
BOLLY_2016_0648_ishq_forever,Ishq Forever,2016,2,Drama,,No,Sameer Sippy,Ruhi Singh,Javed Jaffrey,Friday Cine Entertainment,,D,,,,0.28,,Missing/Partial
BOLLY_2016_0649_loveshhuda,LoveShhuda,2016,2,Drama,,No,Vaibhav Mishra,Girish Kumar,Navneet Kaur Dhillon,Galani Entertainments,,,,,20,3.02,hitFlop=1,High
BOLLY_2016_0650_neerja,Neerja,2016,2,Action,,No,Ram Madhvani,Sonam Kapoor,Shabana Azmi,Fox Star Studios,5.488,B,,,20,135.52,hitFlop=5,High
BOLLY_2016_0651_aligarh,Aligarh,2016,2,Drama,,No,Hansal Mehta,Manoj Bajpayee,Rajkummar Rao,Eros International,2.1847,D,1.4466,D,11.0,3.74,hitFlop=1,High
BOLLY_2016_0652_bollywood_diaries,Bollywood Diaries,2016,2,Drama,,No,K.D. Satyam,Raima Sen,Ashish Vidyarthi,Zee Studios,,D,,,,0.47,,Missing/Partial
BOLLY_2016_0653_love_shagun,Love Shagun,2016,2,Comedy,,No,Sandesh Nayak,Anuj Sachdeva,Nidhi Subbaiah,Saanvi Nayak Films,,D,,,,0.12,,Missing/Partial
BOLLY_2016_0654_zubaan,Zubaan,2016,3,Drama,,No,Mozez Singh,Vicky Kaushal,Sarah Jane Dias,Sikhya Entertainment,,D,,,8.0,0.52,hitFlop=1,High
BOLLY_2016_0655_jai_gangaajal,Jai Gangaajal,2016,3,Drama,,No,Prakash Jha,Priyanka Chopra,Prakash Jha,"Prakash Jha Productions, Play Entertainments",8.1369,B,3.6075,D,33,49.589999999999996,hitFlop=3,High
BOLLY_2016_0656_global_baba,Global Baba,2016,3,Drama,,No,Manoj Sidheshwari Tewari,Abhimanyu Singh,Sandeepa Dhar,,,C,,,,,,Missing/Partial
BOLLY_2016_0657_teraa_surroor,Teraa Surroor,2016,3,Action,,No,Shawn Arranha,Himesh Reshammiya,Farah Karimi,T-Series Films,1.5575,D,,,15.0,20.21,hitFlop=2,High
BOLLY_2016_0658_ok_mein_dhokhe,OK Mein Dhokhe,2016,3,Drama,,No,Utpal S. Chaudhary,Milan Singh,,Lotus Media & Films,,,,,,,,Missing/Partial
BOLLY_2016_0659_darling_don_t_cheat,Darling Don't Cheat,2016,3,Drama,,No,Rajkumar Hindusthani,,,,,,,,,,,Missing/Partial
BOLLY_2016_0660_kapoor_sons,Kapoor & Sons,2016,3,Comedy,,No,Shakun Batra,Sidharth Malhotra,Alia Bhatt,"Fox Star Studios, Dharma Productions",,C,,,28,148,hitFlop=5,High
BOLLY_2016_0661_rocky_handsome,Rocky Handsome,2016,3,Action,,No,Nishikant Kamat,John Abraham,Shruti Haasan,Reliance Entertainment,7.1193,D,,,20,35,hitFlop=3,High
BOLLY_2016_0662_ki_ka,Ki & Ka,2016,4,Comedy,,No,R. Balki,Kareena Kapoor Khan,Arjun Kapoor,Eros International,,C,,,,100.33,,Low
BOLLY_2016_0663_love_games,Love Games,2016,4,Thriller,,No,Vikram Bhatt,Patralekha,Tara Alisha Berry,"T-Series Films, Vishesh Films",,D,2.9028,D,10,4.04,hitFlop=1,High
BOLLY_2016_0664_the_blueberry_hunt,The Blueberry Hunt,2016,4,Thriller,,No,Anup Kurien,Naseeruddin Shah,Vipin Sharma,"Springboard Films, Divine Thought Productions, Visual Possibility, Brand Stand",3.7695,D,,,,,,Missing/Partial
BOLLY_2016_0665_kaafiron_ki_namaaz,Kaafiron Ki Namaaz,2016,4,Drama,,No,Ram Ramesh Sharma,,,,,,,,,,,Missing/Partial
BOLLY_2016_0666_fan,Fan,2016,4,Action,,No,Maneesh Sharma,Shah Rukh Khan,Waluscha de Sousa,Yash Raj Films,9.2267,A,,,105,182.33,hitFlop=3,High
BOLLY_2016_0667_nil_battey_sannata,Nil Battey Sannata,2016,4,Comedy,,No,Ashwini Iyer Tiwari,Swara Bhaskar,Ratna Pathak,"Eros International, Colour Yellow Productions, JAR Pictures",,,,,8.0,6.9,hitFlop=1,High
BOLLY_2016_0668_laal_rang,Laal Rang,2016,4,Comedy,,No,Syed Ahmad Afzal,Randeep Hooda,Akshay Oberoi,Krian Pictures,3.739,D,,,10,2.26,hitFlop=1,High
BOLLY_2016_0669_santa_banta_pvt_ltd,Santa Banta Pvt Ltd,2016,4,Comedy,,No,Akashdeep Sabir,Vir Das,Boman Irani,Viacom 18 Motion Pictures,5.9509,C,,,9.5,1.25,hitFlop=1,High
BOLLY_2016_0670_baaghi,Baaghi,2016,4,Action,,No,Sabbir Khan,Tiger Shroff,Shraddha Kapoor,"UTV Motion Pictures, Nadiadwala Grandson Entertainment",,B,,,35,129,hitFlop=5,High
BOLLY_2016_0671_shortcut_safari,Shortcut Safari,2016,4,Drama,,No,Amitabha Singh,Jimmy Shergill,,Xebec Films,2.7981,D,,,,,,Missing/Partial
BOLLY_2016_0672_one_night_stand,One Night Stand,2016,5,Drama,,No,Jasmine Moses D'Souza,Sunny Leone,Tanuj Virwani,Swiss Entertainment,,D,,,17.0,4.1899999999999995,hitFlop=1,High
BOLLY_2016_0673_traffic,Traffic,2016,5,Thriller,,No,Rajesh Pillai,Manoj Bajpayee,Jimmy Sheirgill,"Fox Star Studios, Endemol Shine India",2.1847,D,,,9,11.65,hitFlop=2,High
BOLLY_2016_0674_murari_the_mad_gentleman,Murari the Mad Gentleman,2016,5,Comedy,,No,,,,,,,,,,,,Missing/Partial
BOLLY_2016_0675_azhar,Azhar,2016,5,Drama,,No,Tony D'Souza,Emraan Hashmi,Nargis Fakhri,"Balaji Motion Pictures, Sony Pictures Networks",4.721,D,,,35,56.69,hitFlop=3,High
BOLLY_2016_0676_buddha_in_a_traffic_jam,Buddha in a Traffic Jam,2016,5,Drama,,No,Vivek Agnihotri,Arunoday Singh,Mahie Gill,,2.1151,D,,,5.0,0.4,hitFlop=1,High
BOLLY_2016_0677_khel_toh_ab_shuru_hoga,Khel Toh Ab Shuru Hoga,2016,5,Action,,No,Kunal V Singh,Ruslaan Mumtaz,,GMD Films,,,,,,,,Missing/Partial
BOLLY_2016_0678_dear_dad,Dear Dad,2016,5,Comedy,,No,Tanuj Bhramar,Arvind Swamy,Ekavali Khanna,Peppermint Studios,,,,,,0.22,,Missing/Partial
BOLLY_2016_0679_sarbjit,Sarbjit,2016,5,Drama,,No,Omung Kumar,Aishwarya Rai,Randeep Hooda,T-Series Films,,D,,,15,43.8,hitFlop=4,High
BOLLY_2016_0680_phobia,Phobia,2016,5,Thriller,,No,Pawan Kripalani,Radhika Apte,Satyadeep Misra,"Eros International, Next Gen Films",,D,,,8.5,3.25,hitFlop=1,High
BOLLY_2016_0681_veerappan,Veerappan,2016,5,Action,,No,Ram Gopal Varma,Lisa Ray,Sachiin Joshi,Viking Media & Entertainment,,,3.7435,D,14.0,9.03,hitFlop=1,High
BOLLY_2016_0682_fredrick,Fredrick,2016,5,Thriller,,No,Rajesh Butalia,Prashant Narayanan,Avinash Dhyani,,1,D,,,,,,Missing/Partial
BOLLY_2016_0683_housefull_3,Housefull 3,2016,6,Action,,No,Sajid-Farhad,Akshay Kumar,Abhishek Bachchan,"Eros International, Nadiadwala Grandson Entertainment",6.3805,C,,,97.0,195,hitFlop=4,High
BOLLY_2016_0684_project_marathwada,Project Marathwada,2016,6,Drama,,No,"Prakash Patel, Bhavin Wadia",Om Puri,Dalip Tahil,,4.1779,D,,,,,,Missing/Partial
BOLLY_2016_0685_do_lafzon_ki_kahani,Do Lafzon Ki Kahani,2016,6,Action,,No,Deepak Tijori,Randeep Hooda,Kajal Aggarwal,Pen Studios,3.739,D,1.5883,D,11,4,hitFlop=1,High
BOLLY_2016_0686_dhanak,Dhanak,2016,2,Drama,,No,Nagesh Kukunoor,Vipin Sharma,Vibha Chibber,Drishyam Films,,D,1.4685,D,2.0,3.0,hitFlop=3,High
BOLLY_2016_0687_te3n,Te3n,2016,6,Drama,,No,Ribhu Dasgupta,Amitabh Bachchan,Vidya Balan,"Endemol Shine India, Reliance Entertainment, Kross Pictures",7.0113,B,,,34,32.31,hitFlop=1,High
BOLLY_2016_0688_udta_punjab,Udta Punjab,2016,6,Drama,,No,Abhishek Chaubey,Shahid Kapoor,Alia Bhatt,"Reliance Entertainment, Balaji Motion Pictures, Phantom Films",5.7659,C,,,34,96.1,hitFlop=4,High
BOLLY_2016_0689_raman_raghav_2_0,Raman Raghav 2.0,2016,5,Thriller,,No,Anurag Kashyap,Nawazuddin Siddiqui,Vicky Kaushal,"Reliance Entertainment, Phantom Films",3.7877,D,3.0408,D,3.5,7,hitFlop=4,High
BOLLY_2016_0690_junooniyat,Junooniyat,2016,6,Drama,,No,Vivek Agnihotri,Pulkit Samrat,Yami Gautam,T-Series Films,,C,,,12.0,4.1,hitFlop=1,High
BOLLY_2016_0691_7_hours_to_go,7 Hours To Go,2016,6,Thriller,,No,Saurabh Varma,Shiv Panditt,Sandeepa Dhar,"Krian Pictures, Saurabh Varma Pictures",,C,,,,0.86,,Missing/Partial
BOLLY_2016_0692_a_scandall,A Scandall,2016,6,Thriller,,No,Ishaan Shrivedi,Manav Kaul,Tanvi Vyas,,,D,,,,,,Missing/Partial
BOLLY_2016_0693_rough_book,Rough Book,2016,,Drama,,No,Ananth Narayan Mahadevan,Amaan Khan,Tannishtha Chatterjee,Aerika Cineworks,,,,,,,,Missing/Partial
BOLLY_2016_0694_shorgul,Shorgul,2016,7,Thriller,,No,Pranav Kumar Singh,Jimmy Sheirgill,Ashutosh Rana,24 FPS Films,,D,,,,1.24,,Missing/Partial
BOLLY_2016_0695_dil_toh_deewana_hai,Dil Toh Deewana Hai,2016,7,Comedy,,No,Raja Bundela,Sadha,Raj Babbar,DSA Group,,D,,,,,,Missing/Partial
BOLLY_2016_0696_sultan,Sultan,2016,7,Action,,No,Ali Abbas Zafar,Salman Khan,Anushka Sharma,Yash Raj Films,9.2082,D,,,90,623.33,hitFlop=5,High
BOLLY_2016_0697_brahman_naman,Brahman Naman,2016,1,Comedy,,No,Qaushiq Mukherjee,Shashank Arora,Sid Mallya,Netflix,,,,,,,,Missing/Partial
BOLLY_2016_0698_great_grand_masti,Great Grand Masti,2016,7,Comedy,,No,Indra Kumar,Vivek Oberoi,Riteish Deshmukh,"ALT Entertainment, Sri Adhikari Brothers, Anand Pandit Motion Pictures, Maruti International",3.486,D,4.1206,D,19,20,hitFlop=2,High
BOLLY_2016_0699_madaari,Madaari,2016,7,Thriller,,No,Nishikant Kamat,Irrfan Khan,Jimmy Sheirgill,"Pooja Entertainment, EaseMyTrip",2.9178,D,,,20.0,28.7,hitFlop=2,High
BOLLY_2016_0700_ishq_click,Ishq Click,2016,7,Drama,,No,Anil Ballani,Adhyayan Suman,Sara Loren,Algol Films,,D,,,,,,Missing/Partial
BOLLY_2016_0701_m_cream,M Cream,2016,7,Adventure,,No,Agneya Singh,Imaad Shah,Ira Dubey,Agniputra Films,,,,,,,,Missing/Partial
BOLLY_2016_0702_dishoom,Dishoom,2016,7,Action,,No,Rohit Dhawan,John Abraham,Varun Dhawan,"Eros International, Nadiadwala Grandson Entertainment",7.1193,D,,,55,119.58,hitFlop=4,High
BOLLY_2016_0703_mission_tiger,Mission Tiger,2016,7,Drama,,No,Dipu Karunakaran,,,,,,,,,,,Missing/Partial
BOLLY_2016_0704_the_legend_of_michael_mishra,The Legend of Michael Mishra,2016,8,Comedy,,No,Manish Jha,Arshad Warsi,Aditi Rao Hydari,"Wave Cinemas, Eye Candy Films",3.5596,D,,,10.0,1.3,hitFlop=1,High
BOLLY_2016_0705_fever,Fever,2016,8,Thriller,,No,Rajeev Jhaveri,Rajeev Khandelwal,Gauahar Khan,"Niche Film Farm, Jaya Sapthagiris Productions, Indian Celebrity Management Entertainment, Plus Entertainment",1.5575,D,,,,1.53,,Missing/Partial
BOLLY_2016_0706_hai_apna_dil_toh_awara,Hai Apna Dil Toh Awara,2016,,Comedy,,No,Monjoy Mukerji,Sahil Anand,,,,,,,,,,Missing/Partial
BOLLY_2016_0707_budhia_singh_born_to_run,Budhia Singh – Born to Run,2016,8,Drama,,No,Soumendra Padhi,,,Viacom18 Motion Pictures,,,,,,2.68,,Missing/Partial
BOLLY_2016_0708_mohenjo_daro,Mohenjo Daro,2016,8,Action,,No,Ashutosh Gowariker,Hrithik Roshan,Pooja Hegde,UTV Motion Pictures,8.2519,D,3.7481,D,100,107.8,hitFlop=2,High
BOLLY_2016_0709_rustom,Rustom,2016,8,Drama,,No,Tinu Suresh Desai,Akshay Kumar,Ileana D'Cruz,"Zee Studios, KriArj Entertainment, Cape of Good Films, Plan C Studios",6.3805,C,,,50.28,218.12,hitFlop=5,High
BOLLY_2016_0710_happy_bhag_jayegi,Happy Bhag Jayegi,2016,8,Comedy,,No,Mudassar Aziz,Abhay Deol,Diana Penty,"Eros International, Colour Yellow Productions",2.5106,D,,,20,46.5,hitFlop=4,High
BOLLY_2016_0711_waarrior_savitri,Waarrior Savitri,2016,8,Action,,No,Param Gill,Niharica Raizada,Lucy Pinder,Dr. Bob's Productions,,,,,,,,Missing/Partial
BOLLY_2016_0712_a_flying_jatt,A Flying Jatt,2016,8,Action,,No,Remo D'Souza,Tiger Shroff,Jacqueline Fernandez,Balaji Motion Pictures,,B,,,55.0,56.13,hitFlop=2,High
BOLLY_2016_0713_akira,Akira,2016,9,Action,,No,A.R. Murugadoss,Sonakshi Sinha,Konkona Sen Sharma,Fox Star Studios,6.9519,A,,,3.6,15.06,hitFlop=5,High
BOLLY_2016_0714_yea_toh_two_much_ho_gayaa,Yea Toh Two Much Ho Gayaa,2016,9,Action,,No,Anwer Khan,Arbaaz Khan,Jimmy Sheirgill,,2.5366,D,,,,,,Missing/Partial
BOLLY_2016_0715_island_city,Island City,2016,9,Drama,,No,Ruchika Oberoi,Tannishtha Chatterjee,Ashwin Mushran,NFDC,,,,,,0.2,,Missing/Partial
BOLLY_2016_0716_baar_baar_dekho,Baar Baar Dekho,2016,9,Drama,,No,Nitya Mehra,Katrina Kaif,Sidharth Malhotra,"Eros International, Dharma Productions, Excel Entertainment",8.9485,C,,,53.0,62.67,hitFlop=2,High
BOLLY_2016_0717_freaky_ali,Freaky Ali,2016,9,Comedy,,No,Sohail Khan,Nawazuddin Siddiqui,Arbaaz Khan,Sohail Khan Productionz,3.7877,D,,,50,21.32,hitFlop=1,High
BOLLY_2016_0718_ek_kahani_julie_ki,Ek Kahani Julie Ki,2016,9,Thriller,,No,Aziz Zee,Rakhi Sawant,,Chetna Entertainment,,,,,,,,Missing/Partial
BOLLY_2016_0719_pink,Pink,2016,9,Drama,,No,Aniruddha Roy Chowdhury,Amitabh Bachchan,Taapsee Pannu,"Rashmi Sharma Films, Rising Sun Films",7.0113,B,,,30,157.32,hitFlop=5,High
BOLLY_2016_0720_parched,Parched,2016,9,Drama,,No,Leena Yadav,Tannishtha Chatterjee,Radhika Apte,"Seville International, Reliance Entertainment, Ajay Devgn FFilms",,D,,,22.500000000000004,12.03,hitFlop=1,High
BOLLY_2016_0721_banjo,Banjo,2016,9,Action,,No,Ravi Jadhav,Riteish Deshmukh,Nargis Fakhri,Eros International,,B,,,20.0,13.24,hitFlop=1,High
BOLLY_2016_0722_days_of_tafree,Days of Tafree,2016,9,Drama,,No,Krishnadev Yagnik,,,"Anand Pandit Motion Pictures, Rashmi Sharma Films",,,,,15.0,3.33,hitFlop=1,High
BOLLY_2016_0723_wah_taj,Wah Taj,2016,9,Comedy,,No,Ajit Sinha,Shreyas Talpade,Manjari Phadnis,Pen Studios,2.8077,D,,,15.0,0.19,hitFlop=1,High
BOLLY_2016_0724_mirzya,Mirzya,2016,10,Romance,,No,Rakeysh Omprakash Mehra,Harshvardhan Kapoor,Saiyami Kher,"Cinestaan Film Company, ROMP Pictures",,,4.5105,D,45,13.5,hitFlop=1,High
BOLLY_2016_0725_tutak_tutak_tutiya,Tutak Tutak Tutiya,2016,10,Comedy,,No,A. L. Vijay,Prabhu Deva,Tamannaah,"Prabhu Deva Studios, Pooja Entertainment, Skakti Sagar Productions",,,,,11,6.94,hitFlop=1,High
BOLLY_2016_0726_anna,Anna,2016,10,Drama,,No,Shashank Udapurkar,Tanishaa Mukerji,Govind Namdeo,,,D,,,,,,Missing/Partial
BOLLY_2016_0727_beiimaan_love,Beiimaan Love,2016,10,Thriller,,No,Rajeev Chaudhary,Sunny Leone,Rajneesh Duggal,,,D,,,,3.11,,Missing/Partial
BOLLY_2016_0728_saat_uchakkey,Saat Uchakkey,2016,10,Comedy,,No,Sanjeev Sharma,Manoj Bajpayee,Anupam Kher,"Wave Cinemas, Crouching Tiger Motion Pictures, Friday Filmworks",2.1847,D,,,,3.35,,Missing/Partial
BOLLY_2016_0729_fuddu,Fuddu,2016,10,Comedy,,No,Sunil Subramani,Pawan Kumar Sharma,Anurag Basu,,,,,,0.8,0.25,hitFlop=1,High
BOLLY_2016_0730_final_cut_of_director,Final Cut of Director,2016,10,Thriller,,No,Bharathiraja,Nana Patekar,Arjun Sarja,,4.0525,D,,,,,,Missing/Partial
BOLLY_2016_0731_love_day_pyaar_ka_din,Love Day - Pyaar Ka Din,2016,10,Drama,,No,"Sandeep Choudhary, Harish Kotian",Ajaz Khan,Sahil Anand,,,D,,,,,,Missing/Partial
BOLLY_2016_0732_umrika,Umrika,2016,1,Comedy,,No,Prashant Nair,Prateik Babbar,Suraj Sharma,Drishyam Films,,,,,,,,Missing/Partial
BOLLY_2016_0733_31st_october,31st October,2016,9,Action,,No,Shivaji Lotan Patil,Vir Das,Soha Ali Khan,,5.9509,C,,,7.0,1.38,hitFlop=1,High
BOLLY_2016_0734_my_father_iqbal,My Father Iqbal,2016,10,Drama,,No,Suzad Iqbal Khan,Narendra Jha,Komal Thacker,,,,,,,0.03,,Missing/Partial
BOLLY_2016_0735_shivaay,Shivaay,2016,10,Action,,No,Ajay Devgn,Ajay Devgn,Sayyeshaa,"Reliance Entertainment, Pen Studios, Ajay Devgn FFilms",6.8713,C,,,100,170.95,hitFlop=3,High
BOLLY_2016_0736_ae_dil_hai_mushkil,Ae Dil Hai Mushkil,2016,10,Drama,,No,Karan Johar,Ranbir Kapoor,Aishwarya Rai,"Fox Star Studios, Dharma Productions",7.6986,B,7.1046,B,50,239.67,hitFlop=5,High
BOLLY_2016_0737_dongri_ka_raja,Dongri Ka Raja,2016,11,Action,,No,Hadi Ali Abrar,Gashmeer Mahajani,Reecha Sinha,,,,,,,0.73,,Missing/Partial
BOLLY_2016_0738_ishq_junoon,Ishq Junoon,2016,11,Romance,,No,Sanjay Sharma,Rajbeer Singh,,,,,,,,0.99,,Missing/Partial
BOLLY_2016_0739_rock_on_2,Rock On 2,2016,11,Drama,,No,Sujaat Saudagar,Farhan Akhtar,Arjun Rampal,"Eros International, Excel Entertainment",6.6258,D,,,45,15.7,hitFlop=1,High
BOLLY_2016_0740_tum_bin_ii,Tum Bin II,2016,11,Drama,,No,Anubhav Sinha,Neha Sharma,Aditya Seal,T-Series Films,1.3345,D,3.0566,D,12,6.45,hitFlop=1,High
BOLLY_2016_0741_force_2,Force 2,2016,11,Action,,No,Abhinay Deo,John Abraham,Sonakshi Sinha,"Viacom 18 Motion Pictures, JA Entertainment, Cinema Capital Venture Fund, Sunshine Pictures",7.1193,D,,,41,58.8,hitFlop=2,High
BOLLY_2016_0742_dear_zindagi,Dear Zindagi,2016,11,Drama,,No,Gauri Shinde,Alia Bhatt,Shah Rukh Khan,"Reliance Entertainment, Red Chillies Entertainment, Dharma Productions",6.9416,C,,,22,138.91,hitFlop=5,High
BOLLY_2016_0743_saansein,Saansein,2016,11,Romance,,No,Rajiv S. Ruia,Rajneesh Duggal,Sonarika Bhadoria,GPA Productions,,D,1.1221,D,,,,Missing/Partial
BOLLY_2016_0744_moh_maya_money,Moh Maya Money,2016,11,Drama,,No,Munish Bharadwaj,Ranvir Shorey,Neha Dhupia,Delhi Talkies,3.063,D,,,,0.26,,Missing/Partial
BOLLY_2016_0745_befikre,Befikre,2016,12,Comedy,,No,Aditya Chopra,Ranveer Singh,Vaani Kapoor,Yash Raj Films,6.0024,C,,,70,103,hitFlop=2,High
BOLLY_2016_0746_wajah_tum_ho,Wajah Tum Ho,2016,12,Thriller,,No,Vishal Pandya,Sana Khan,Sharman Joshi,T-Series Films,,D,,,14,24.4,hitFlop=3,High
BOLLY_2016_0747_dangal,Dangal,2016,12,Action,,No,Nitesh Tiwari,Aamir Khan,Sakshi Tanwar,"Walt Disney Pictures, UTV Motion Pictures",10,A,,,70,1968,hitFlop=5,High
BOLLY_2017_0748_secret_superstar,Secret Superstar,2017,10,Drama,,No,Aamir Khan Productions,₹,crore,[a],,,,,15,858.43,hitFlop=5,High
BOLLY_2017_0749_tiger_zinda_hai,Tiger Zinda Hai,2017,12,Action,,No,Yash Raj Films,,,"[5], [3]",,,,,130,564.2,hitFlop=5,High
BOLLY_2017_0750_hindi_medium,Hindi Medium,2017,5,Comedy,,No,T-Series Films,,,[b],,,,,14,322.4,hitFlop=5,High
BOLLY_2017_0751_golmaal_again,Golmaal Again,2017,10,Action,,No,Reliance Entertainment,,,[10],,,,,142,310.98,hitFlop=4,High
BOLLY_2017_0752_raees,Raees,2017,1,Action,,No,Red Chillies Entertainment,,,[c],,,,,87,281,hitFlop=5,High
BOLLY_2017_0753_judwaa_2,Judwaa 2,2017,9,Action,,No,Fox Star Studios,,,[12],,,,,60,227.59,hitFlop=5,High
BOLLY_2017_0754_tubelight,Tubelight,2017,6,Drama,,No,Salman Khan Films,,,[13],,,,,100,211.14,hitFlop=4,High
BOLLY_2017_0755_kaabil,Kaabil,2017,1,Action,,No,Filmkraft Productions,,,[14],,,,,35,208.14,hitFlop=5,High
BOLLY_2017_0756_badrinath_ki_dulhania,Badrinath Ki Dulhania,2017,3,Comedy,,No,Dharma Productions,,,[15],,,,,39,200.45,hitFlop=5,High
BOLLY_2017_0757_prakash_electronic,Prakash Electronic,2017,1,Comedy,,No,Manoj Sharma,Hemant Pandey,Hrishitaa Bhatt,"Shri Wardhman Movie Ventures, Himalayan Dreams, Prachi Movies India",,D,,,,,,Missing/Partial
BOLLY_2017_0758_haraamkhor,Haraamkhor,2017,1,Drama,,No,Shlok Sharma,Nawazuddin Siddiqui,Shweta Tripathi,"Sikhya Entertainment, Khusro Films",3.7877,D,,,2.25,2.27,hitFlop=2,High
