film_id,display_title,release_year,release_month_num,primary_genre,secondary_genre,sequel_flag,director,lead_actor_1,lead_actor_2,production_house,actor_rank_score,actor_tier_proxy,director_rank_score,director_tier_proxy,budget_cr,worldwide_gross_cr,verdict_raw,financial_data_confidence
BOLLY_2003_1926_pinjar,Pinjar,2003,,Drama,,No,Chandra Prakash Dwivedi,Urmila Matondkar,Manoj Bajpayee,,2.6966,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2003_1927_pran_jaaye_par_shaan_na_jaaye,Pran Jaaye Par Shaan Na Jaaye,2003,5,Drama,Comedy,No,Sanjay Jha,Raveena Tandon,Namrata Shirodkar,,2.465,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2003_1928_qayamat_city_under_threat,Qayamat: City Under Threat,2003,7,Action,Romance,No,Harry Baweja,Ajay Devgn,Sunil Shetty,,6.8713,C,1.6165,D,,,hitFlop=4,Missing/Partial
BOLLY_2003_1929_raghu_more_bachelor_of_hearts,Raghu More: Bachelor of Hearts,2003,,Comedy,,No,Iqbal Raj,Anamika Goel,Sonika Kapoor,,,,,,,,hitFlop=1,Missing/Partial
BOLLY_2003_1930_raghu_romeo,Raghu Romeo,2003,6,Comedy,,No,Rajat Kapoor,Vijay Raaz,Sadiya Siddiqui,,1.7737,D,2.0954,D,,,hitFlop=1,Missing/Partial
BOLLY_2003_1931_raja_bhaiya,Raja Bhaiya,2003,10,Comedy,Drama,No,Raman Kumar,Sadashiv Amrapurkar,Rakesh Bedi,,1.7491,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2003_1932_saaya,Saaya,2003,7,Action,Drama,No,Anurag Basu,John Abraham,Tara Sharma,,7.1193,B,5.1314,C,,,hitFlop=2,Missing/Partial
BOLLY_2003_1933_samay_when_time_strikes,Samay: When Time Strikes,2003,10,Thriller,Mystery,No,Robby Grewal,Sushmita Sen,Lucy Bartholomew,,3.1708,D,1.233,D,,,hitFlop=1,Missing/Partial
BOLLY_2003_1934_satta,Satta,2003,2,Crime,Drama,No,Madhur Bhandarkar,Raveena Tandon,Atul Kulkarni,,2.465,D,3.2787,D,,,hitFlop=2,Missing/Partial
BOLLY_2003_1935_sssshhh,Sssshhh...,2003,10,Horror,Mystery,No,Pavan Kaul,Tanisha,Dino Morea,,,,,,,,hitFlop=3,Missing/Partial
BOLLY_2003_1936_stumped,Stumped,2003,5,Comedy,Drama,No,Gaurav Pandey,Raveena Tandon,Alyy Khan,,2.465,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2003_1937_supari,Supari,2003,6,Crime,Drama,No,Padam Kumar,Nandita Das,Uday Chopra,,2.2552,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2003_1938_taj_mahal_a_monument_of_love,Taj Mahal: A Monument of Love,2003,11,Drama,History,No,Robin Khosla,Shahbaaz Khan,Kulbhushan Kharbanda,,,,,,,,hitFlop=1,Missing/Partial
BOLLY_2003_1939_talaash_the_hunt_begins,Talaash: The Hunt Begins...,2003,1,Action,Adventure,No,Suneel Darshan,Rakhee Gulzar,Akshay Kumar,,,,1.706,D,,,hitFlop=2,Missing/Partial
BOLLY_2003_1940_tehzeeb,Tehzeeb,2003,11,Drama,,No,Khalid Mohamed,Shabana Azmi,Urmila Matondkar,,1.0,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2003_1941_tere_naam,Tere Naam,2003,8,Romance,Drama,No,Satish Kaushik,Salman Khan,Bhoomika Chawla,,9.2082,A,2.6808,D,,,hitFlop=5,Missing/Partial
BOLLY_2003_1942_tujhe_meri_kasam,Tujhe Meri Kasam,2003,1,Romance,,No,Vijay K. Bhaskar,Ritesh Deshmukh,Shakti Kapoor,,4.452,D,,,,,hitFlop=6,Missing/Partial
BOLLY_2003_1943_waisa_bhi_hota_hai_part_ii,Waisa Bhi Hota Hai Part II,2003,11,Comedy,Action,No,Shashanka Ghosh,Arshad Warsi,Prashant Narayanan,,3.5596,D,1.5653,D,,,hitFlop=1,Missing/Partial
BOLLY_2003_1944_xcuse_me,Xcuse Me,2003,9,Comedy,,Yes,N. Chandra,Sharman Joshi,Sahil Khan,,3.6904,D,3.854,D,,,hitFlop=1,Missing/Partial
BOLLY_2003_1945_zameen,Zameen,2003,9,Action,Adventure,No,Rohit Shetty,Ajay Devgn,Abhishek Bachchan,,6.8713,C,6.8376,C,,,hitFlop=3,Missing/Partial
BOLLY_2004_1946_30_days,30 Days,2004,,Horror,,No,Ravi Sinha,Abhay Bhargav,Milind Gunaji,,1.0,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_1947_aabra_ka_daabra,Aabra Ka Daabra,2004,,Fantasy,,No,Dheeraj Kumar,Naveen Bawa,Satish Kaushik,,,,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_1948_aan_men_at_work,Aan: Men at Work,2004,6,Drama,Action,No,Madhur Bhandarkar,Shatrughan Sinha,Akshay Kumar,,,,3.2787,D,,,hitFlop=1,Missing/Partial
BOLLY_2004_1949_ab_bas,Ab... Bas!,2004,11,Thriller,,No,Rajesh Kumar Singh,Chetanya Adeep,Shawar Ali,,,,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_1950_ab_tak_chhappan,Ab Tak Chhappan,2004,2,Crime,Drama,No,Shimit Amin,Nana Patekar,Revathy,,4.0525,D,,,,,hitFlop=5,Missing/Partial
BOLLY_2004_1951_ab_tumhare_hawale_watan_saathiyo,Ab Tumhare Hawale Watan Saathiyo,2004,12,Action,Drama,No,Anil Sharma,Amitabh Bachchan,Akshay Kumar,,7.0113,B,5.7345,C,,,hitFlop=1,Missing/Partial
BOLLY_2004_1952_aetbaar,Aetbaar,2004,1,Drama,Musical,No,Vikram Bhatt,Amitabh Bachchan,John Abraham,,7.0113,B,2.9028,D,,,hitFlop=1,Missing/Partial
BOLLY_2004_1953_aitraaz,Aitraaz,2004,11,Drama,Thriller,No,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,Akshay Kumar,Kareena Kapoor,,6.3805,C,3.6411,D,,,hitFlop=4,Missing/Partial
BOLLY_2004_1954_ak_47,AK 47,2004,10,Action,Thriller,No,Raam Shetty,Audhitya Singh,Sheetal Bavishi,,,,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_1955_alibaba_aur_40_chor,Alibaba Aur 40 Chor,2004,12,Action,Adventure,No,Sunil Agnihotri,Azghar,Brownie,,,,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_1956_asambhav,Asambhav,2004,7,Action,Adventure,No,Rajiv Rai,Arjun Rampal,Naseeruddin Shah,,3.8011,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_1957_bardaasht,Bardaasht,2004,4,Drama,,No,Eeshwar Nivas,Bobby Deol,Lara Dutta,,2.4272,D,1.3951,D,,,hitFlop=1,Missing/Partial
BOLLY_2004_1958_bhola_in_bollywood,Bhola in Bollywood,2004,10,Comedy,,No,Sumbul Gazi,Ali Asghar,Raj Babbar,,,,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_1959_chot_aaj_isko_kal_tereko,"Chot [Aaj Isko, Kal Tereko]",2004,6,Musical,Action,No,Nabh Kumar 'Raju',Ashutosh Rana,Sharad S. Kapoor,,2.1792,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_1960_deewaar_let_s_bring_our_heroes_home,Deewaar: Let's Bring Our Heroes Home,2004,6,War,Action,No,Milan Luthria,Amitabh Bachchan,Sanjay Dutt,,7.0113,B,3.6283,D,,,hitFlop=1,Missing/Partial
BOLLY_2004_1961_dev,Dev,2004,6,Drama,,No,Govind Nihalani,Amitabh Bachchan,Om Puri,,7.0113,B,,,,,hitFlop=2,Missing/Partial
BOLLY_2004_1962_dhoom,Dhoom,2004,8,Action,Adventure,No,Sanjay Gadhvi,Abhishek Bachchan,Uday Chopra,,5.2079,C,4.3755,D,,,hitFlop=7,Missing/Partial
BOLLY_2004_1963_dil_maange_more,Dil Maange More!!!,2004,12,Romance,Romance,No,Anant Mahadevan,Shahid Kapoor,Smita Jaykar,,5.7659,C,1.8139,D,,,hitFlop=2,Missing/Partial
BOLLY_2004_1964_dobara,Dobara,2004,9,Musical,Drama,No,Shashi Ranjan,Jackie Shroff,Raveena Tandon,,2.6163,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_1965_ek_hasina_thi,Ek Hasina Thi,2004,2,Crime,Romance,No,Sriram Raghavan,Saif Ali Khan,Urmila Matondkar,,5.7211,C,1.8067,D,,,hitFlop=2,Missing/Partial
BOLLY_2004_1966_ek_se_badhkar_ek,Ek Se Badhkar Ek,2004,9,Comedy,Thriller,No,Kundan Shah,Sunil Shetty,Raveena Tandon,,3.3073,D,1.5991,D,,,hitFlop=1,Missing/Partial
BOLLY_2004_1967_fida,Fida,2004,8,Adventure,Romance,No,Ken Ghosh,Kareena Kapoor,Fardeen Khan,,8.0906,B,2.1915,D,,,hitFlop=2,Missing/Partial
BOLLY_2004_1968_garv_pride_and_honour,Garv: Pride and Honour,2004,7,Action,Drama,No,Puneet Issar,Salman Khan,Shilpa Shetty,,9.2082,A,,,,,hitFlop=3,Missing/Partial
BOLLY_2004_1969_gayab,Gayab,2004,7,Fantasy,,No,Prawal Raman,Rasika Joshi,Tusshar Kapoor,,,,,,,,hitFlop=3,Missing/Partial
BOLLY_2004_1970_girlfriend,Girlfriend,2004,6,Drama,,No,Karan Razdan,Amrita Arora,Shantanu Chappana,,2.7542,D,1.4335,D,,,hitFlop=3,Missing/Partial
BOLLY_2004_1971_hatya_the_murder,Hatya: The Murder,2004,10,Action,Crime,No,Kader Kashmiri,Akshay Kumar,Varsha Usgaonkar,,6.3805,C,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_1972_hawas,Hawas,2004,3,Drama,Romance,No,Karan Razdan,Shawar Ali,Tarun Arora,,1.1394,D,1.4335,D,,,hitFlop=2,Missing/Partial
BOLLY_2004_1973_hulchul,Hulchul,2004,11,Action,Comedy,No,Priyadarshan,Akshaye Khanna,Kareena Kapoor,,3.3625,D,3.8472,D,,,hitFlop=6,Missing/Partial
BOLLY_2004_1974_hum_kaun_hai,Hum Kaun Hai?,2004,9,Horror,Drama,No,Ravi Sharma Shankar,Amitabh Bachchan,Dimple Kapadia,,7.0113,B,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_1975_hum_tum,Hum Tum,2004,5,Drama,Romance,No,Kunal Kohli,Saif Ali Khan,Rani Mukerji,,5.7211,C,4.0747,D,,,hitFlop=6,Missing/Partial
BOLLY_2004_1976_hyderabad_blues_2,Hyderabad Blues 2,2004,7,Drama,Comedy,No,Nagesh Kukunoor,Tisca Chopra,Jyoti Dogra,,,,1.4685,D,,,hitFlop=1,Missing/Partial
BOLLY_2004_1977_i_proud_to_be_an_indian,I Proud to Be an Indian,2004,2,Action,Crime,No,Puneet Sira,Sohail Khan,Tim Lawrence,,3.2917,D,1.0,D,,,hitFlop=1,Missing/Partial
BOLLY_2004_1978_insaaf_the_justice,Insaaf: The Justice,2004,3,Drama,,No,Shrey Srivastava,Dino Morea,Namrata Shirodkar,,2.098,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_1979_inteqam_the_perfect_game,Inteqam: The Perfect Game,2004,11,Action,Romance,No,Pankaj Parashar,Manoj Bajpayee,Isha Koppikar,,2.1847,D,1.2133,D,,,hitFlop=1,Missing/Partial
BOLLY_2004_1980_ishq_hai_tumse,Ishq Hai Tumse,2004,1,Romance,,No,G. Krishna,Beena Banerjee,Bipasha Basu,,,,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_1981_ishq_qayamat,Ishq Qayamat,2004,8,Thriller,,No,V. Menon,Suman Ranganathan,Milind Gunaji,,1.223,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_1982_jaago,Jaago,2004,2,Drama,,No,Mehul Kumar,Sanjay Kapoor,Raveena Tandon,,5.4625,C,1.0733,D,,,hitFlop=1,Missing/Partial
BOLLY_2004_1983_julie,Julie,2004,7,Drama,,No,Deepak S. Shivdasani,Neha Dhupia,Priyanshu Chatterjee,,2.9213,D,2.6377,D,,,hitFlop=5,Missing/Partial
BOLLY_2004_1984_khakee,Khakee,2004,1,Action,Drama,No,Rajkumar Santoshi,Amitabh Bachchan,Akshay Kumar,,7.0113,B,2.744,D,,,hitFlop=4,Missing/Partial
BOLLY_2004_1985_kis_kis_ki_kismat,Kis Kis Ki Kismat,2004,10,Comedy,,No,Govind Menon,Mallika Sherawat,Rati Agnihotri,,4.0848,D,2.1234,D,,,hitFlop=1,Missing/Partial
BOLLY_2004_1986_kismat,Kismat,2004,2,Action,Drama,No,Guddu Dhanoa,Bobby Deol,Priyanka Chopra,,2.4272,D,1.2825,D,,,hitFlop=1,Missing/Partial
BOLLY_2004_1987_kiss_kis_ko,Kiss Kis Ko,2004,,Musical,,No,Sharad Sharan,Chaitanya Bhosle,Sherrin Verghese,,,,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_1988_krishna_cottage,Krishna Cottage,2004,4,Comedy,Fantasy,No,Santram Varma,Sohail Khan,Isha Koppikar,,3.2917,D,,,,,hitFlop=2,Missing/Partial
BOLLY_2004_1989_kyun_ho_gaya_na,Kyun! Ho Gaya Na...,2004,8,Comedy,Drama,No,Samir Karnik,Amitabh Bachchan,Vivek Oberoi,,7.0113,B,2.1674,D,,,hitFlop=2,Missing/Partial
BOLLY_2004_1990_lakeer_forbidden_lines,Lakeer - Forbidden Lines,2004,,Action,Drama,No,Ahmed Khan,Sunny Deol,Sunil Shetty,,3.3809,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_1991_lakshya,Lakshya,2004,6,War,Drama,No,Farhan Akhtar,Amitabh Bachchan,Hrithik Roshan,,7.0113,B,5.7197,C,,,hitFlop=2,Missing/Partial
BOLLY_2004_1992_let_s_enjoy,Let's Enjoy,2004,10,Comedy,,No,Siddharth Anand Kumar | Ankur Tewari,Shomendra Bose,Aashish Chaudhary,,,,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_1993_madhoshi,Madhoshi,2004,9,Musical,Mystery,No,Tanveer Khan,Bipasha Basu,John Abraham,,4.5712,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_1994_main_hoon_na,Main Hoon Na,2004,4,Action,Comedy,No,Farah Khan,Shah Rukh Khan,Sushmita Sen,,9.2267,A,8.7847,A,,,hitFlop=6,Missing/Partial
BOLLY_2004_1995_masti,Masti,2004,4,Comedy,Crime,No,Indra Kumar,Aftab Shivdasani,Vivek Oberoi,,2.7284,D,4.1206,D,,,hitFlop=6,Missing/Partial
BOLLY_2004_1996_meenaxi_tale_of_3_cities,Meenaxi: Tale of 3 Cities,2004,4,Romance,Drama,No,M.F. Hussain,Tabu,Raghuvir Yadav,,5.0682,C,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_1997_meri_biwi_ka_jawab_nahin,Meri Biwi Ka Jawab Nahin,2004,7,Action,Comedy,No,Pankaj Parashar | S.M. Iqbal,Akshay Kumar,Sridevi,,6.3805,C,1.2133,D,,,hitFlop=1,Missing/Partial
BOLLY_2004_1998_mirchi_it_s_hot,Mirchi: It's Hot,2004,8,Crime,,No,Dinesh D. Awasthi,Bobby Khan,Nilofer Khan,,,,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_1999_morning_raga,Morning Raga,2004,3,Drama,,No,Mahesh Dattani,Shabana Azmi,Prakash Rao,,1.0,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_2000_mujhse_shaadi_karogi,Mujhse Shaadi Karogi,2004,7,Comedy,Romance,No,David Dhawan,Salman Khan,Akshay Kumar,,9.2082,A,4.7408,D,,,hitFlop=6,Missing/Partial
BOLLY_2004_2001_murder,Murder,2004,4,Drama,Thriller,No,Anurag Basu,Mallika Sherawat,Ashmit Patel,,4.0848,D,5.1314,C,,,hitFlop=7,Missing/Partial
BOLLY_2004_2002_musafir,Musafir,2004,12,Action,Crime,No,Sanjay Gupta,Anil Kapoor,Sameera Reddy,,5.6087,C,3.4703,D,,,hitFlop=2,Missing/Partial
BOLLY_2004_2003_muskaan,Muskaan,2004,3,Romance,,No,Rohit Manash | Rohit Nayyar | Manish Robin | Manish Sharma,Aftab Shivdasani,Gracy Singh,,2.7284,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_2004_naach,Naach,2004,11,Musical,Drama,No,Ram Gopal Varma,Antara Mali,Abhishek Bachchan,,2.6169,D,3.7435,D,,,hitFlop=1,Missing/Partial
BOLLY_2004_2005_paisa_vasool,Paisa Vasool,2004,1,Comedy,,No,Srinivas Bhashyam,Manisha Koirala,Sushmita Sen,,2.7949,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_2006_phir_milenge,Phir Milenge,2004,8,Drama,,No,Revathy,Salman Khan,Abhishek Bachchan,,9.2082,A,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_2007_plan,Plan,2004,1,Action,Thriller,No,Hriday Shetty,Sanjay Dutt,Dino Morea,,5.0026,C,1.2329,D,,,hitFlop=2,Missing/Partial
BOLLY_2004_2008_police_force_an_inside_story,Police Force: An Inside Story,2004,5,Action,Crime,No,Dilip Shukla,Akshay Kumar,Raveena Tandon,,6.3805,C,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_2009_popcorn_khao_mast_ho_jao,Popcorn Khao! Mast Ho Jao,2004,10,Comedy,Drama,No,Kabir Sadanand,Akshay Kapoor,Tanisha,,,,1.2486,D,,,hitFlop=1,Missing/Partial
BOLLY_2004_2010_prarambh,Prarambh,2004,8,Drama,,No,Kumar Dave,Mukesh Bhatt,Shama Deshpande,,1.223,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_2011_raincoat,Raincoat,2004,12,Drama,Romance,No,Rituparno Ghosh,Ajay Devgn,Aishwarya Rai Bachchan,,6.8713,C,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_2012_rakht,Rakht,2004,9,Horror,Thriller,No,Mahesh Manjrekar,Sanjay Dutt,Sunil Shetty,,5.0026,C,1.4664,D,,,hitFlop=1,Missing/Partial
BOLLY_2004_2013_rok_sako_to_rok_lo,Rok Sako To Rok Lo,2004,12,Adventure,Musical,No,Arindam Chowdhuri,Sunny Deol,Yash Pandit,,3.3809,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_2014_rudraksh,Rudraksh,2004,2,Fantasy,Sci-Fi,No,Mani Shankar,Sanjay Dutt,Bipasha Basu,,5.0026,C,2.3406,D,,,hitFlop=1,Missing/Partial
BOLLY_2004_2015_run,Run,2004,5,Action,Comedy,No,Jeeva,Abhishek Bachchan,Bhoomika Chawla,,5.2079,C,,,,,hitFlop=2,Missing/Partial
BOLLY_2004_2016_shaadi_ka_laddoo,Shaadi Ka Laddoo,2004,4,Comedy,,No,Raj Kaushal,Sanjay Suri,Mandira Bedi,,1.9321,D,,,,,hitFlop=2,Missing/Partial
BOLLY_2004_2017_shart_the_challenge,Shart: The Challenge,2004,8,Romance,,No,Puri Jagannadh,Amrita Arora,Asrani,,2.7542,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_2018_shola_fire_of_love,Shola: Fire of Love,2004,,Action,Crime,No,Viji P. Nair,Tinnu Anand,Rajeev Awasthi,,2.4003,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_2019_shukriya_till_death_do_us_apart,Shukriya: Till Death Do Us Apart,2004,10,Musical,Drama,No,Anupam Sinha,Anupam Kher,Aftab Shivdasani,,3.4477,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_2020_stop,Stop!,2004,11,Comedy,Romance,No,Ajai Sinha,Rocky Bhatia,Dia Mirza,,,,1.0186,D,,,hitFlop=1,Missing/Partial
BOLLY_2004_2021_suno_sasurjee,Suno Sasurjee,2004,2,Action,Comedy,No,Vimal Kumar,Aftab Shivdasani,Ameesha Patel,,2.7284,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_2022_swades,Swades,2004,12,Drama,,No,Ashutosh Gowariker,Shah Rukh Khan,Gayatri Joshi,,9.2267,A,3.7481,D,,,hitFlop=2,Missing/Partial
BOLLY_2004_2023_taarzan_the_wonder_car,Taarzan: The Wonder Car,2004,8,Musical,Action,No,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,Vatsal Seth,Ayesha Takia,,1.223,D,3.6411,D,,,hitFlop=1,Missing/Partial
BOLLY_2004_2024_tauba_tauba,Tauba Tauba,2004,10,Comedy,Drama,No,T.L.V. Prasad,Laxmikant Berde,Bobby Darling,,2.2798,D,,,,,hitFlop=4,Missing/Partial
BOLLY_2004_2025_tum_a_dangerous_obsession,Tum: A Dangerous Obsession,2004,2,Drama,Romance,No,Aruna Raje,Manisha Koirala,Karan Nath,,2.7949,D,,,,,hitFlop=2,Missing/Partial
BOLLY_2004_2026_tumsa_nahin_dekha,Tumsa Nahin Dekha,2004,9,Musical,Romance,No,Anurag Basu,Emraan Hashmi,Dia Mirza,,4.721,D,5.1314,C,,,hitFlop=1,Missing/Partial
BOLLY_2004_2027_vaastu_shastra,Vaastu Shastra,2004,10,Horror,Mystery,No,Saurab Narang,Vicky Ahuja,J.D. Chakravarthi,,2.5611,D,,,,,hitFlop=3,Missing/Partial
BOLLY_2004_2028_veer_zaara,Veer-Zaara,2004,11,Drama,Musical,No,Yash Chopra,Shah Rukh Khan,Preity Zinta,,9.2267,A,,,,,hitFlop=7,Missing/Partial
BOLLY_2004_2029_wajahh_a_reason_to_kill,Wajahh: A Reason to Kill,2004,10,Thriller,,No,Gautam Adhikari,Arbaaz Khan,Gracy Singh,,2.5366,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_2030_woh,WOH,2004,3,Crime,Drama,No,Raj N. Sippy,Priyanshu Chatterjee,Cleo Isaacs,,2.4801,D,1.0402,D,,,hitFlop=1,Missing/Partial
BOLLY_2004_2031_woh_tera_naam_tha,Woh Tera Naam Tha,2004,,Romance,,No,Sandesh Kohli,Arjan Bajwa,Rajat Bedi,,1.1394,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_2032_yeh_lamhe_judaai_ke,Yeh Lamhe Judaai Ke,2004,4,Drama,Mystery,No,Birendra Nath Tiwari,Shah Rukh Khan,Raveena Tandon,,9.2267,A,,,,,hitFlop=1,Missing/Partial
BOLLY_2004_2033_yuva,Yuva,2004,5,Action,Adventure,No,Mani Ratnam,Ajay Devgn,Abhishek Bachchan,,6.8713,C,4.8812,D,,,hitFlop=3,Missing/Partial
BOLLY_2005_2034_7_1_2_phere_more_than_a_wedding,7 1/2 Phere: More Than a Wedding,2005,7,Comedy,Drama,No,Ishaan Trivedi,Juhi Chawla,Irrfan Khan,,3.1388,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2005_2035_99_9_fm,99.9 FM,2005,,Crime,,No,Sanjay Bhatia,Shawar Ali,Jaipreet Nagra,,1.1394,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2005_2036_aashiq_banaya_aapne_love_takes_over,Aashiq Banaya Aapne: Love Takes Over,2005,9,Drama,Romance,No,Aditya Datt,Tanushree Dutta,Preeti Ganguli,,2.0907,D,1.7076,D,,,hitFlop=3,Missing/Partial
BOLLY_2005_2037_amu,Amu,2005,1,Drama,,No,Shonali Bose,Konkona Sen Sharma,Yashpal Sharma,,2.9405,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2005_2038_anjaane_the_unkown,Anjaane: The Unkown,2005,12,Horror,,No,Harryy W. Fernaandes,Manisha Koirala,Sanjay Kapoor,,2.7949,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2005_2039_apaharan,Apaharan,2005,12,Action,Crime,No,Prakash Jha,Ajay Devgn,Nana Patekar,,6.8713,C,3.6075,D,,,hitFlop=5,Missing/Partial
BOLLY_2005_2040_bachke_rehna_re_baba,Bachke Rehna Re Baba,2005,6,Comedy,,No,Govind Menon,Rekha,Mallika Sherawat,,5.1069,C,2.1234,D,,,hitFlop=2,Missing/Partial
BOLLY_2005_2041_bewafaa,Bewafaa,2005,2,Drama,Romance,No,Dharmesh Darshan,Anil Kapoor,Akshay Kumar,,5.6087,C,1.7248,D,,,hitFlop=3,Missing/Partial
BOLLY_2005_2042_black,Black,2005,2,Drama,,No,Sanjay Leela Bhansali,Amitabh Bachchan,Rani Mukerji,,7.0113,B,4.922,D,,,hitFlop=4,Missing/Partial
BOLLY_2005_2043_blackmail,Blackmail,2005,1,Action,Drama,No,Anil Devgan,Ajay Devgn,Sunil Shetty,,6.8713,C,,,,,hitFlop=1,Missing/Partial
BOLLY_2005_2044_bluffmaster,Bluffmaster!,2005,12,Comedy,Romance,No,Rohan Sippy,Abhishek Bachchan,Priyanka Chopra,,5.2079,C,2.7859,D,,,hitFlop=5,Missing/Partial
BOLLY_2005_2045_bobby_love_and_lust,Bobby: Love and Lust,2005,11,Romance,,No,Rakesh Parmaar,Monalisa,Usha Bachani,,,,,,,,hitFlop=1,Missing/Partial
BOLLY_2005_2046_bullet_ek_dhamaka,Bullet: Ek Dhamaka,2005,2,Action,Drama,No,Irfan Khan,Benjamin Gilani,Natalya Gudkova,,1.0,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2005_2047_bunty_aur_babli,Bunty Aur Babli,2005,5,Adventure,Comedy,No,Shaad Ali,Amitabh Bachchan,Rani Mukerji,,7.0113,B,5.2612,C,,,hitFlop=7,Missing/Partial
BOLLY_2005_2048_c_u_at_9,C U at 9,2005,6,Drama,Horror,No,Marlon Rodrigues,Isaiah,Malavikka,,,,,,,,hitFlop=1,Missing/Partial
BOLLY_2005_2049_chaahat_ek_nasha,Chaahat Ek Nasha...,2005,2,Romance,,No,Jay Prakash | Surya Prakash,Aryan Vaid,Manisha Koirala,,1.2788,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2005_2050_chand_bujh_gaya,Chand Bujh Gaya,2005,3,Drama,Thriller,No,Sharique Minhaj,Mukesh Ahuja,Ishrat Ali,,1.0,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2005_2051_chand_sa_roshan_chehra,Chand Sa Roshan Chehra,2005,3,Romance,,No,Shabah Shamsi,Samir Aftab,Talat Aziz,,,,,,,,hitFlop=1,Missing/Partial
BOLLY_2005_2052_chehraa,Chehraa,2005,2,Thriller,,No,Saurabh Shukla,Bipasha Basu,Dino Morea,,4.5712,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2005_2053_chetna_the_excitement,Chetna: The Excitement,2005,6,Thriller,,No,,Jatin Grewal,Navneet Kaur,,,,,,,,hitFlop=1,Missing/Partial
BOLLY_2005_2054_dansh,Dansh,2005,9,Drama,,No,Kamika Verma | Kanika Verma,Kay Kay Menon,Sonali Kulkarni,,2.6256,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2005_2055_deewane_huye_paagal,Deewane Huye Paagal,2005,11,Comedy,Romance,No,Vikram Bhatt,Akshay Kumar,Sunil Shetty,,6.3805,C,2.9028,D,,,hitFlop=2,Missing/Partial
BOLLY_2005_2056_dil_jo_bhi_kahey,Dil Jo Bhi Kahey...,2005,9,Romance,,No,Romesh Sharma,Amitabh Bachchan,Revathy,,7.0113,B,,,,,hitFlop=1,Missing/Partial
BOLLY_2005_2057_dosti_friends_forever,Dosti: Friends Forever,2005,12,Romance,Romance,No,Suneel Darshan,Akshay Kumar,Bobby Deol,,6.3805,C,1.706,D,,,hitFlop=2,Missing/Partial
BOLLY_2005_2058_double_cross_ek_dhoka,Double Cross: Ek Dhoka,2005,7,Comedy,,No,Vicky Tejwani,Ayesha Jhulka,Negar Khan,,1.1394,D,,,,,hitFlop=1,Missing/Partial
BOLLY_2005_2059_dus,Dus,2005,7,Action,Crime,No,Anubhav Sinha,Sanjay Dutt,Sunil Shetty,,5.0026,C,3.0566,D,,,hitFlop=4,Missing/Partial
