film_id,canonical_title,display_title,release_year,release_month,release_month_num,release_date,primary_genre,secondary_genre,all_genres,sequel_flag,remake_flag,director,lead_actor_1,lead_actor_2,cast_list,writer_list,production_house,actor_rank_score,actor_tier_proxy,director_rank_score,director_tier_proxy,budget_cr,budget_usd,worldwide_gross_cr,worldwide_gross_usd,domestic_gross_cr,domestic_gross_usd,opening_day_cr,opening_weekend_cr,runtime_minutes,imdb_id,imdb_rating,content_score_clarity,content_score_novelty,content_score_execution,content_score_originality,content_score_structure,content_score_pacing,content_score_engagement,content_score_authenticity,verdict_raw,financial_data_confidence,is_synthetic,source,data_version,last_updated
BOLLY_2010_0052_chase,Chase,Chase,2010,April,4,2010-04-30,Action,,Action | Crime | Drama,No,,Jagmohan Mundhra,Udita Goswami,Caterina Murino,Anuj Saxena | Udita Goswami | Tarina Patel | Sameer Kochhar,Abhiram Bhadkamkar (additional screenplay & dialogue) | Tanveer Khan (script),,,D,,,,,5,,,,,,,tt1594964,0.0,,,,,,,,,hitFlop=1,Low,,wikipedia,2.0,2026-07-02
BOLLY_2010_0053_badmaash_company,Badmaash Company,Badmaash Company,2010,May,5,,Comedy,,Comedy,No,,Parmeet Sethi,Shahid Kapoor,Anushka Sharma,Shahid Kapoor,,Yash Raj Films,5.7659,C,,,21,,53,,,,,,,,,,,,,,,,,hitFlop=4,High,,wikipedia,2.0,2026-07-02
BOLLY_2010_0054_bumm_bumm_bole,Bumm Bumm Bole,Bumm Bumm Bole,2010,May,5,2010-05-14,Drama,,Action | Drama | Thriller,No,,Priyadarshan,Darsheel Safary,Kaveri Jha,Atul Kulkarni | Rituparna Sengupta | Darsheel Safary | Ziyah Vastani,Manisha Korde (screenplay) | Sameer (lyrics) | Irfan Siddiqui (lyrics) | Satish Mutatkar (lyrics),Percept Pictures,,,3.8472,D,7,,1.34,,,,,,,tt1629241,6.2,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2010_0055_kushti,Kushti,Kushti,2010,May,5,2010-05-14,Comedy,,Comedy,No,,T K Rajeev Kumar,Rajpal Yadav,Khali,Rajpal Yadav | Nargis Bagheri | Om Puri | Sharat Saxena,Manisha Korde (dialogues) | Rajeev Kumar (screenplay) | Sameer (lyrics),,2.3783,D,,,,,,,,,,,,tt1673411,3.5,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0056_kites,Kites,Kites,2010,May,5,2010-05-21,Action,,Action | Drama | Romance,No,,Anurag Basu,Hrithik Roshan,Barbara Mori,Hrithik Roshan | Bárbara Mori | Steven Michael Quezada | Kangana Ranaut,Anurag Basu (screenplay) | Robin Bhatt (screenplay) | Sanjeev Dutta (dialogue) | Akarsh Khurana (additional English dialogue) | Akarsh Khurana (screenplay) | Rakesh Roshan (story),Reliance Big Pictures,8.2519,D,5.1314,C,82,,65,,,,,,,tt1198101,6.0,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2010_0057_ek_second_jo_zindagi_badal_de,Ek Second... Jo Zindagi Badal De...,Ek Second... Jo Zindagi Badal De?,2010,June,6,2010-06-11,Comedy,,Drama | Romance | Thriller,No,,Partho Ghosh,Jackie Shroff,Manisha Koirala,Bhushan Agarwal | Nikita Anand | Venita Anand | Bedi,Anand Raj Anand (lyrics) | Amit Khan,,2.6163,D,,,2.75,,0.44,,,,,,,tt1629260,0.0,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2010_0058_raavan,Raavan,Raavan,2010,June,6,2010-06-18,Action,,Action | Adventure | Crime,No,,Mani Ratnam,Vikram,Abhishek Bachchan,Abhishek Bachchan | Aishwarya Rai Bachchan | Govinda | 'Chiyaan' Vikram,Mani Ratnam (screenplay) | Vijay Krishna Acharya (dialogue),"Reliance Big Pictures, Madras Talkies",,D,4.8812,D,55,,49.5,,,,,,,tt1334470,5.4,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2010_0059_mr_singh_mrs_mehta,Mr. Singh/Mrs. Mehta,Mr. Singh Mrs. Mehta,2010,June,6,2010-06-25,Drama,,Drama,No,,Pravesh Raman,Aruna Shields,Prashant Narayanan,Prashant Narayanan | Aruna Shields | Naved Aslam | Lucy Hassan,Pravesh Bhardwaj (screenplay) | Amitabh Verma (lyrics),,,D,,,,,,,,,,,,tt1646217,4.1,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0060_milenge_milenge,Milenge Milenge,Milenge Milenge,2010,July,7,2010-07-09,Drama,,Drama | Romance,No,,Satish Kaushik,Kareena Kapoor,Shahid Kapoor,Kareena Kapoor | Shahid Kapoor | Aarti Chhabria | Delnaaz Irani,Shiraz Ahmed (dialogue) | Shiraz Ahmed (story),"Sahara One Motion Pictures, Eros International",8.0906,D,2.6808,D,,,,,,,,,,tt0443331,4.0,,,,,,,,,hitFlop=2,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0061_lamhaa,Lamhaa,Lamhaa,2010,July,7,,Action,,Action,No,,Rahul Dholakia,Sanjay Dutt,Bipasha Basu,Sanjay Dutt,,PVR Pictures,5.0026,C,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0062_tere_bin_laden,Tere Bin Laden,Tere Bin Laden,2010,July,7,2010-07-16,Comedy,,Comedy | Drama,No,,Abhishek Sharma,Ali Zafar,Sugandha Garg,Ali Zafar | Pradhuman Singh | Piyush Mishra | Nikhil Ratnaparkhi,Mohammad Ahmad (dialogue) | Abhishek Sharma (story),Walkwater Media,2.5332,D,,,,,,,,,,,,tt1629391,7.2,,,,,,,,,hitFlop=3,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0063_udaan,Udaan,Udaan,2010,July,7,2010-07-16,Drama,,Drama,No,,Vikramaditya Motwane,Ronit Roy,,Rajat Barmecha | Sanjay Gandhi | Ronit Roy | Manjot Singh,Vikramaditya Motwane | Anurag Kashyap | Satyanshu Singh (Rohan's poems and stories) | Devanshu Singh (Rohan's poems and stories),UTV Spotboy,,,,,5,,33.5,,,,,,,tt1639426,8.1,,,,,,,,,hitFlop=5,High,,wikipedia,2.0,2026-07-02
BOLLY_2010_0064_aisha,Aisha,Aisha,2010,August,8,2010-08-06,Comedy,,Comedy | Drama | Romance,No,,Rajshree Ojha,Sonam Kapoor,Abhay Deol,Sonam Kapoor | Abhay Deol | Amrita Puri | Cyrus Sahukar,Jane Austen (novel) | Devika Bhagat (screenplay) | Devika Bhagat (dialogue) | Ritu Bhatia (dialogue) | Manu Rishi Chadha (dialogue),PVR Pictures,5.488,B,,,12,,28.65,,,,,,,tt1509732,5.1,,,,,,,,,hitFlop=4,High,,wikipedia,2.0,2026-07-02
BOLLY_2010_0065_help,Help,Help,2010,August,8,2010-08-13,Horror,,Drama | Horror | Thriller,No,,Rajeev Virani,Bobby Deol,Mugdha Godse,Bobby Deol | Mugdha Godse | Shreyas Talpade | Sophie Handa,Viddesh Malandkar (dialogue) | Viddesh Malandkar (screenplay) | Manthan (lyrics) | Deepak Pawar (dialogue) | Deepak Pawar (screenplay),,2.4272,D,,,,,,,,,,,,tt1663647,4.2,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0066_peepli_live,Peepli (Live),Peepli Live,2010,August,8,2010-08-13,Drama,,Comedy | Drama,No,,Anusha Rizvi,Omkar Das Manikpuri,Raghubir Yadav,Omkar Das Manikpuri | Raghuvir Yadav | Shalini Vatsa | Farrukh Jaffar,Bhadwai (lyrics) | Swanand Kirkire (lyrics) | Noon Meem Rashet (lyrics) | Anusha Rizvi (screenplay) | Gangaram Sakhet (lyrics) | Sanjeev Sharma (lyrics),UTV Motion Pictures,2.1151,D,,,10,,46.85,,,,,,,tt1447508,7.4,,,,,,,,,hitFlop=5,High,,wikipedia,2.0,2026-07-02
BOLLY_2010_0067_lafangey_parindey,Lafangey Parindey,Lafangey Parindey,2010,August,8,2010-08-20,Drama,,Crime | Drama | Romance,No,,Pradeep Sarkar,Neil Nitin Mukesh,Deepika Padukone,Neil Nitin Mukesh | Deepika Padukone | Vijay Adhav | Manish Chaudhary,Swanand Kirkire (lyrics) | Gopi Puthran (story),Yash Raj Films,2.7445,D,2.2519,D,,,22.7,,,,,,,tt1606267,5.2,,,,,,,,,hitFlop=3,Low,,wikipedia,2.0,2026-07-02
BOLLY_2010_0068_and_once_again,...And Once Again,...And Once Again,2010,August,8,,Drama,,Drama,No,,Amol Palekar,Antara Mali,Rajat Kapoor,Antara Mali,,,2.6169,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0069_hello_darling,Hello Darling,Hello Darling,2010,August,8,2010-08-27,Comedy,,Comedy | Drama,No,,Manoj Tiwari,Celina Jaitly,Isha Koppikar,Gul Panag | Celina Jaitly | Isha Koppikar | Chunky Pandey,Shabbir Ahmed (lyrics) | Kumaar (lyrics) | Ashiesh Pandit (lyrics) | Sachin Shah | Pankaj Trivedi,Mukta Arts,,D,,,,,,,,,,,,tt1191118,,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0070_antardwand,Antardwand,Antardwand,2010,August,8,,Social,,Social,No,,Sushil Rajpal,Raja Chaudhary,Vinay Pathak,Raja Chaudhary,,,,D,,,1.5,,,,,,,,,,,,,,,,,,,,Low,,wikipedia,2.0,2026-07-02
BOLLY_2010_0071_aashayein,Aashayein,Aashayein,2010,August,8,2010-08-27,Drama,,Comedy | Drama,No,,Nagesh Kukunoor,John Abraham,Sonal Sehgal,John Abraham | Anaitha Nair | Girish Karnad | Farida Jalal,Nagesh Kukunoor,Percept Pictures,7.1193,D,1.4685,D,,,2.2,,,,,,,tt1227524,7.1,,,,,,,,,hitFlop=1,Low,,wikipedia,2.0,2026-07-02
BOLLY_2010_0072_soch_lo,Soch Lo,Soch Lo,2010,August,8,2010-09-27,Mystery,,Action | Crime | Drama,No,,Sartaj Singh Pannu,Bhupinder Singh,,Barkha Madan | Iris Maity | Nishan Nanaiah | Sartaj Singh Pannu,Prashant Ingole (lyrics) | Charu Moohan (lyrics) | Sartaj Singh Pannu,,,,,,,,,,,,,,,tt1630613,5.5,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0073_we_are_family,We Are Family,We Are Family,2010,September,9,2010-09-10,Comedy,,Drama | Family,No,,Siddharth Malhotra,Arjun Rampal,Kajol,Kareena Kapoor | Kajol | Arjun Rampal | Amrita Prakash,Niranjan Iyengar (dialogue),"UTV Motion Pictures, Columbia Pictures, Dharma Productions",3.8011,D,,,,,,,,,,,,tt1428459,5.6,,,,,,,,,hitFlop=2,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0074_mallika,Mallika,Mallika,2010,September,9,2010-09-03,Horror,,Drama | Horror | Mystery,No,,Wilson Louis,Sameer Dattani,Himanshu Malik,Anirudh Agarwal | Puja Ballutia | Sammir Dattani | Dunger,Alok Mishra (additional screenplay & dialogue) | A. Sammeer | B. Viveck,,,D,,,,,,,,,,,,tt1929309,4.5,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0075_the_film_emotional_atyachar,The Film Emotional Atyachar,The Film Emotional Atyachar,2010,September,9,2010-09-03,Comedy,,Comedy | Crime | Drama,No,,Akshay Shere,Kalki Koechlin,Vinay Pathak,Ranvir Shorey | Vinay Pathak | Ravi Kishan | Mohit Ahlawat,Amitabh Bhattacharya (lyrics) | Bhavini Bheda | Kartik Krishnan (dialogues) | Virag Mishra (lyrics),,3.9852,D,,,,,,,,,,,,tt1649760,7.0,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0076_benny_and_babloo,Benny and Babloo,Benny and Babloo,2010,October,10,2010-10-01,Drama,,Comedy | Drama,No,,Yunus Sajawal,Kay Kay Menon,Rajpal Yadav,Kay Kay Menon | Rajpal Yadav | Aashif Sheikh | Shweta Tiwari,Shabbir Ahmed (lyrics) | Panchhi Jalonvi (lyrics) | Yunus Sajawal | Farhad Sajid (dialogue),,2.6256,D,,,,,,,,,,,,tt1740662,6.1,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0077_crook,Crook,Crook,2010,October,10,,Action,,Action,No,,Mohit Suri,Emraan Hashmi,Neha Sharma,Emraan Hashmi,,Vishesh Films,4.721,D,4.931,D,17.5,,12.4,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2010_0078_do_dooni_chaar,Do Dooni Chaar,Do Dooni Chaar,2010,October,10,2010-10-08,Comedy,,Comedy | Drama,No,,Habib Faisal,Rishi Kapoor,Neetu Singh,Rishi Kapoor | Neetu Singh | Aditi Vasudev | Archit Krishna,Habib Faisal (screenplay) | Rahil Qazi (screenplay),Walt Disney Pictures,4.4084,B,2.7399,D,,,,,,,,,,tt1714832,7.5,,,,,,,,,hitFlop=2,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0079_aakrosh,Aakrosh,Aakrosh,2010,October,10,2010-10-15,Action,,Action | Crime | Drama,No,,Priyadarshan,Ajay Devgn,Akshaye Khanna,Ajay Devgn | Akshaye Khanna | Bipasha Basu | Jaideep Ahlawat,Robin Bhatt (story) | Aditya Dhar (dialogues) | Irshad Kamil (lyrics) | Akash Khurana (story),"Eros International, Zee Motion Pictures",6.8713,C,3.8472,D,38,,19.4,,,,,,,tt1708453,7.0,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2010_0080_knock_out,Knock Out,Knock Out,2010,October,10,2010-10-15,Action,,Action | Crime | Drama,No,,Mani Shankar,Sanjay Dutt,Kangana Ranaut,Sanjay Dutt | Irrfan Khan | Kangana Ranaut | Gulshan Grover,Shiraz Ahmed (dialogue) | Vishal Dadlani (lyrics) | Panchhi Jalonvi (lyrics) | Mani Shankar (story) | Shellee (lyrics),,5.0026,C,2.3406,D,,,6.2,,,,,,,tt1558578,6.1,,,,,,,,,hitFlop=1,Low,,wikipedia,2.0,2026-07-02
BOLLY_2010_0081_kajraare,Kajraare,Kajraare,2010,October,10,2010-10-15,Drama,,Crime | Drama | Romance,No,,Pooja Bhatt,Himesh Reshammiya,Sara Loren,Himesh Reshammiya | Sara Loren | Amrita Singh | Gulshan Grover,Mahesh Bhatt | Shagufta Rafique (dialogue) | Sameer (lyrics),T-Series Films,1.5575,D,3.0934,D,,,,,,,,,,tt1633212,2.6,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0082_hisss,Hisss,Hisss,2010,October,10,2010-10-22,Thriller,,Comedy | Drama | Horror,No,,Jennifer Lynch,Mallika Sherawat,Irrfan Khan,Mallika Sherawat | Irrfan Khan | Jeff Doucette | Divya Dutta,Jennifer Chambers Lynch | Gulfam Khan (dialogue),,4.0848,D,,,,,,,,,,,,tt1244093,2.9,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0083_jhootha_hi_sahi,Jhootha Hi Sahi,Jhootha Hi Sahi,2010,October,10,,Comedy,,Comedy,No,,Abbas Tyrewala,John Abraham,Pakhi Tyrewala,John Abraham,,,7.1193,D,,,35,,15.6,,,,,,,,,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2010_0084_rakta_charitra,Rakta Charitra,Rakta Charitra,2010,October,10,,Action,,Action,No,,Ram Gopal Verma,Vivek Oberoi,Sudeep,Vivek Oberoi,,"Vistaar Religare Film Fund, Cinergy",3.486,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0085_maalik_ek,Maalik Ek,Maalik Ek,2010,October,10,,Historical,,Historical,No,,Deepak Balraj Vij,Jackie Shroff,Divya Dutta,Jackie Shroff,,,2.6163,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0086_nakshatra,Nakshatra,Nakshatra,2010,October,10,2010-10-29,Thriller,,Crime | Drama | Mystery,No,,Mohan Savalkar,Anupam Kher,,Malaika Arora | Suresh Chatwal | Gajendra Chouhan | Anant Jog,Harry Anand (lyrics) | Nawab Arzoo (lyrics) | Rani Malik (lyrics) | Mohan Savalkar,,3.4477,D,,,,,,,,,,,,tt1935184,8.0,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0087_action_replayy,Action Replayy,Action Replayy,2010,November,11,2010-11-05,Action,,Comedy | Drama | Romance,No,,Vipul Amrutlal Shah,Akshay Kumar,Aishwarya Rai Bachchan,Akshay Kumar | Aishwarya Rai Bachchan | Om Puri | Kiron Kher,Irshad Kamil (lyrics) | Aatish Kapadia (dialogues) | Aatish Kapadia (story) | Suresh Nair (story) | Ritesh Shah (dialogues),"PVR Pictures, Hari Om Entertainment",6.3805,C,3.229,D,60,,48,,,,,,,tt1396208,4.3,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2010_0088_dunno_y_na_jaane_kyon,Dunno Y... Na Jaane Kyon,Dunno Y... Na Jaane Kyon,2010,September,9,,Drama,,Drama,No,,Sanjay Sharma,Aryan Vaid,Rituparna Sengupta,Aryan Vaid,,,1.2788,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0089_a_flat,A Flat,A Flat,2010,November,11,2010-11-12,Horror,,Drama | Horror | Romance,No,,Raaj Verma,Sanjay Suri,Jimmy Shergill,Jimmy Shergill | Sanjay Suri | Hazel Croney | Kaveri Jha,Hemant Madhukar (screenplay) | Hemant Madhukar (story) | Ajay Monga (screenplay),,1.9321,D,,,,,,,,,,,,tt0988655,2.8,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0090_guzaarish,Guzaarish,Guzaarish,2010,November,11,2010-11-19,Drama,,Comedy | Drama | Romance,No,,Sanjay Leela Bhansali,Hrithik Roshan,Aishwarya Rai Bachchan,Hrithik Roshan | Aishwarya Rai Bachchan | Shernaz Patel | Aditya Roy Kapoor,Sanjay Leela Bhansali (screenplay) | Bhavani Iyer (dialogue) | Bhavani Iyer (screenplay) | Vibhu Puri (dialogue) | Turaz (lyrics),UTV Motion Pictures,8.2519,D,4.922,D,75,,61.3,,,,,,,tt1438298,7.4,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2010_0091_shahrukh_bola_khoobsurat_hai_tu,"Shahrukh Bola ""Khoobsurat Hai Tu""","Shahrukh Bola ""Khoobsurat Hai Tu""",2010,November,11,,Drama,,Drama,No,,Makrand Deshpande,Shahrukh Khan,Kay Kay Menon,Shahrukh Khan,,,,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0092_diwangi_ne_had_kar_di,Diwangi Ne Had Kar Di,Diwangi Ne Had Kar Di,2010,November,11,,Drama,,Drama,No,,Jiten Purohit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0093_allah_ke_banday,Allah Ke Banday,Allah Ke Banday,2010,November,11,2010-11-26,Drama,,Action | Crime | Drama,No,,Faruk Kabir,Sharman Joshi,Naseeruddin Shah,Varun Bhagwat | Vikram Gokhale | Zakir Hussain | Bharat Jha,Faruk Kabir | Sarim Momin (lyrics),,3.6904,D,,,5,,,,,,,,,tt1292642,7.0,,,,,,,,,hitFlop=1,Low,,wikipedia,2.0,2026-07-02
BOLLY_2010_0094_break_ke_baad,Break Ke Baad,Break Ke Baad,2010,November,11,2010-11-26,Comedy,,Comedy | Drama | Romance,No,,Danish Aslam,Imran Khan,Deepika Padukone,Deepika Padukone | Imran Khan | Lillete Dubey | Shahana Goswami,Danish Aslam (story) | Vishal Dadlani (lyrics) | Prasoon Joshi (lyrics) | Renuka Kunzru (story),Reliance Big Pictures,5.112,C,,,18,,,,,,,,,tt1578261,5.2,,,,,,,,,hitFlop=2,Low,,wikipedia,2.0,2026-07-02
BOLLY_2010_0095_khuda_kasam,Khuda Kasam,Khuda Kasam,2010,November,11,2010-11-26,Action,,Action | Crime | Drama,No,,K C Bokadia,Sunny Deol,Tabu,Beena Banerjee | Sunny Deol | Farida Jalal | Raza Murad,K.C. Bokadia (dialogue) | K.C. Bokadia,,3.3809,D,,,,,,,,,,,,tt1920986,3.2,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0096_khelein_hum_jee_jaan_sey,Khelein Hum Jee Jaan Sey,Khelein Hum Jee Jaan Sey,2010,December,12,2010-12-03,Action,,Action | Drama | History,No,,Ashutosh Gowariker,Abhishek Bachchan,Deepika Padukone,Abhishek Bachchan | Deepika Padukone | Sikander Kher | Maninder Singh,Javed Akhtar (lyrics) | Ashutosh Gowariker (screenplay) | Vijay Maurya (dialogue writer) | Raoul Randolf (screenplay),PVR Pictures,5.2079,D,3.7481,D,45,,4.91,,,,,,,tt1637691,5.8,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2010_0097_phas_gaye_re_obama,Phas Gaye Re Obama,Phas Gaye Re Obama,2010,December,12,2010-12-03,Comedy,,Comedy | Crime,No,,Subhash Kapoor,Rajat Kapoor,Neha Dhupia,Rajat Kapoor | Neha Dhupia | Sanjay Mishra | Manu Rishi Chadha,Subhash Kapoor | Shellee (lyrics) | Gopal Tiwari (lyrics),Warner Bros. Pictures,2.737,D,,,6,,14,,,,,,,tt1773015,7.5,,,,,,,,,hitFlop=4,High,,wikipedia,2.0,2026-07-02
BOLLY_2010_0098_rakta_charitra_2,Rakta Charitra 2,Rakta Charitra 2,2010,December,12,,Action,,Action,No,,Ram Gopal Verma,Suriya,Vivek Oberoi,Suriya,,,,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0099_band_baaja_baaraat,Band Baaja Baaraat,Band Baaja Baaraat,2010,December,12,,Comedy,,Comedy,No,,Maneesh Sharma,Ranveer Singh,Anushka Sharma,Ranveer Singh,,Yash Raj Films,6.0024,C,,,,,96,,,,,,,,,,,,,,,,,,Low,,wikipedia,2.0,2026-07-02
BOLLY_2010_0100_no_problem,No Problem,No Problem,2010,December,12,2010-12-10,Action,,Action | Comedy | Crime,No,,Anees Bazmee,Paresh Rawal,Anil Kapoor,Anil Kapoor | Sanjay Dutt | Kangana Ranaut | Sunil Shetty,Ikram Akhtar (screenplay) | Nisar Akhtar (additional dialogue) | Anand Raj Anand (lyrics) | Anees Bazmee | Kumaar (lyrics),Eros International,3.7967,D,5.6076,C,,,,,,,,,,tt1431122,4.5,,,,,,,,,hitFlop=2,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0101_332_mumbai_to_india,332 Mumbai to India,332 Mumbai to India,2010,December,12,,Thriller,,Thriller,No,,Mahesh Pandey,Ali Asgar,,Ali Asgar,,,,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0102_payback,Payback,Payback,2010,December,12,2010-11-26,Thriller,,Action | Crime | Drama,No,,Sachin P. Karande,Sara Khan,Gulshan Grover,Gulshan Grover | Munish Khan | Zakir Hussain | Mukesh Tiwari,Upendra Sidhaye | Dev Sikandar (lyrics),,,D,,,,,0.25,,,,,,,tt1740017,3.0,,,,,,,,,hitFlop=1,Low,,wikipedia,2.0,2026-07-02
BOLLY_2010_0103_kaalo,Kaalo,Kaalo,2010,December,12,2010-12-17,Horror,,Action | Drama | Horror,No,,Wilson Louis,Aditya Srivastava,Gufi Paintal,Aditya Srivastava | Swini Khara | Aditya Lakhia | Raj Arjun,Wilson Louis (screenplay) | Wilson Louis (story) | Mamta Patnaik (story),,1.1115,D,,,,,0.3,,,,,,,tt1808221,3.8,,,,,,,,,hitFlop=1,Low,,wikipedia,2.0,2026-07-02
BOLLY_2010_0104_mirch,Mirch,Mirch,2010,December,12,2010-10-22,Comedy,,Comedy | Drama | Fantasy,No,,Vinay Shukla,Konkona Sen Sharma,Raima Sen,Arunoday Singh | Boman Irani | Ila Arun | Konkona Sen Sharma,Javed Akhtar (lyrics) | Vinay Shukla (story),Reliance Big Pictures,2.9405,D,,,,,,,,,,,,tt1388903,6.5,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0105_isi_life_mein,Isi Life Mein...!,Isi Life Mein...!,2010,December,12,2010-12-24,Romance,,Comedy | Drama | Romance,No,,Vidhi Kasliwal,Akshay Oberoi,Sandeepa Dhar,Akshay Oberoi | Sandeepa Dhar | Mohnish Bahl | Prachi Shah,Sulekha Bajpai (screenplay) | Vidhi Kasliwal (story),,,D,,,,,,,,,,,,tt1781838,5.6,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0106_toonpur_ka_superrhero,Toonpur Ka Superrhero,Toonpur Ka Superrhero,2010,December,12,2010-12-24,Action,,Animation | Action | Adventure,No,,Kireet Khurana,Ajay Devgn,Kajol,Ajay Devgn | Sanjay Dutt | Delnaaz Irani | Chinky Jaiswal,Raagi Bhatnagar (story) | Bhimsain (story) | Munna Dhiman (lyrics) | Mubeen Farooqi (dialogue) | Kireet Khurana (screenplay) | Kumaar (lyrics),Eros International,6.8713,C,,,25,,7.09,,,,,,,tt1189006,4.9,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2010_0107_tera_kya_hoga_johnny,Tera Kya Hoga Johnny,Tera Kya Hoga Johnny,2010,December,12,,Drama,,Drama,No,,Sudhir Mishra,Neil Nitin Mukesh,Soha Ali Khan,Neil Nitin Mukesh,,,2.7445,D,1.6302,D,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2010_0108_ada_a_way_of_life,Ada... A Way of Life,Ada... A Way of Life,2010,December,12,,Musical,,Musical,No,,Tanvir Ahmad,Nauheed Cyrusi,Ayesha Jhulka,Nauheed Cyrusi,,,1,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2011_0109_bodyguard,Bodyguard,Bodyguard,2011,August,8,2011-08-31,Action,,Romance,No,,Reliance Entertainment,,,Salman Khan | Kareena Kapoor | Raj Babbar | Asrani,J.P. Chowksey (screenplay) | Kiran Kotrial (screenplay) | Siddique,,,,,,60,,252.99,,,,,,,tt1729637,4.7,,,,,,,,,hitFlop=5,High,,wikipedia,2.0,2026-07-02
BOLLY_2011_0110_ra_one,Ra.One,Ra.One,2011,October,10,2011-10-26,Action,,Action | Adventure | Sci-Fi,No,,Red Chillies Entertainment,,,Arjun Rampal | Shah Rukh Khan | Kareena Kapoor | Shahana Goswami,David Benullo | Kanika Dhillon (dialogue) | Kanika Dhillon (screenplay) | Niranjan Iyengar (dialogue) | Shah Rukh Khan (screenplay) | Mushtaq Sheikh (screenplay) | Anubhav Sinha (story),,,,,,120,,207,,,,,,,tt1562871,4.8,,,,,,,,,hitFlop=3,High,,wikipedia,2.0,2026-07-02
